Project Name,Suspect USDT support?,Skip,Added,Web3 but no stablecoin,General Stablecoin Adoption,To be Added,Processed?,In Admin,TG/TON appstore (no main URL),Final Status,Website,X Link,X Handle,Telegram,Category,Release Date,Product Status,The Grid Status,Profile Name,Root ID,Matched URL,Matched via,Ecosystem/Chain,Source,Notes,Evidence & Source URLs
DEXTools,TRUE,,,,,,,,,,,https://x.com/DEXToolsApp,@DEXToolsApp; https://x.com/DEXToolsApp,https://t.me/DEXToolsCommunity,Dapp; Analytics; DEX,,,Active; ✅ Found,DEXTools,1154,https://dextools.io; https://admin.thegrid.id/profiles/?rootId=1154,name; Name: Profile,NEAR; near,NEARCatalog,The Ultimate Trading App for DEFI. Charts; Transactions; Price Alerts and many more features. Support Telegram - DEXToolsCommunity | Grid confirms: USDT,Grid: USDT (supported_by)
Atomic Wallet,TRUE,,,,TRUE,,,,,,https://atomicwallet.io/,https://x.com/atomicwallet,@atomicwallet; https://x.com/atomicwallet,https://t.me/AtomicWalletNews,Infrastructure; Wallet,,,Active; ✅ Found,Atomic Wallet,id1761590044-WC4gfx1SSHWVKnQrCfwm5Q,https://atomicwallet.io; https://admin.thegrid.id/profiles/?rootId=id1761590044-WC4gfx1SSHWVKnQrCfwm5Q,name; URL: urlMain,NEAR; near,NEARCatalog; AwesomeNEAR,Manage; swap; stake NEAR and hundreds of crypto assets securely — all in one wallet | Grid confirms: USDT; USDC; SOL; ADA | [PROMOTED from website-scan] USDT keywords (usdt; tether) | USDC keywords (usdc; usd coin) | SOL keywords (solana) | ADA keywords (cardano),Grid: USDT (supported_by); USDC (supported_by); SOL (supported_by); ADA (supported_by) | website-scan: scanned | promoted: website-scan
Conclave $VOTE,,,,TRUE,,,,,,,,https://x.com/ConclaveVote,@ConclaveVote; https://x.com/ConclaveVote,https://t.me/ConclaveVote,Other; Memecoin,,,❌ Not found,,,,,NEAR; near,NEARCatalog,Validator conclave deadlocked? Cut emissions or fork NEAR Classic? 9% yield feature or bug? White smoke ever?,
NEAR Week,,,,TRUE,,,,,,,https://nearweek.com/,https://x.com/NEARWEEK,@NEARWEEK; https://x.com/NEARWEEK,https://t.me/nearweek,Ecosystem Support; Community; Education,,,❌ Not found,,,,,NEAR; near,NEARCatalog; AwesomeNEAR,Decentralised news sources within the NEAR ecosystem | (fuzzy dedup: merged from NEAR Week; NEARWEEK) | [PROMOTED from website-scan] web3 signals (defi),website-scan: scanned | promoted: website-scan
NEAR Trending | Trending coins on NEAR,,,,TRUE,,,,,,,,https://x.com/intent/post?text=Check out NEAR Trending | Trending coins on NEAR - New trending coins on NEAR %0Ahttps://nearcatalog.xyz/project/near-trending%0A📒@nearcatalog,@intent; https://x.com/intent/post?text=Check out NEAR Trending | Trending coins on NEAR - New trending coins on NEAR %0Ahttps://nearcatalog.xyz/project/near-trending%0A📒@nearcatalog,https://t.me/near_trending,Utilities; Bot,,,❌ Not found,,,,,NEAR; near,NEARCatalog,New trending coins on NEAR,
Shilen,,,,TRUE,,,,,,,https://hotcraft.art/collection/shilen_collection.nfts.tg?mode=pro,https://x.com/ShilenNFT,@ShilenNFT; https://x.com/ShilenNFT,https://t.me/shilennft,Other; NFT,,,❌ Not found,,,,,NEAR; near,NEARCatalog,Shilen: the very first Elves born on #NEAR - Own your Elf and step into a world of magic,website-scan: scanned
Range Explorer,TRUE,,,,TRUE,,,,,,https://www.range.org/,https://x.com/range_org/status/1965446838301102364,@range_org; https://x.com/range_org/status/1965446838301102364,,Infrastructure; Explorer,,,Active; ✅ Found,Range,id1739556551-HLPY_l_xQA22-W3zOalNPQ,https://www.range.org; https://admin.thegrid.id/profiles/?rootId=id1739556551-HLPY_l_xQA22-W3zOalNPQ,url; URL: urlMain,NEAR; near,NEARCatalog,Range's Cross-Chain Explorer; now support NEAR Intents! | Grid confirms: USDT; USDC; SOL | [PROMOTED from website-scan] stablecoin mentions,Grid: USDT (supported_by); USDC (supported_by); SOL (supported_by) | website-scan: scanned | promoted: website-scan
Shitzu,,,,TRUE,,,,,,,https://shitzuapes.xyz/,https://www.twitter.com/ShitzuCommunity,@ShitzuCommunity; https://www.twitter.com/ShitzuCommunity,https://t.me/+wdj5396ieHUxOTBk,Other; Community; DEX; Memecoin,,,❌ Not found,,,,,NEAR; near,NEARCatalog; CoinGecko,The first OG meme coin in the near ecosystem. 100% driven by community effort | Solana deployment (CoinGecko),SOL: deployed on solana (CoinGecko)
NEAR House of Stake (Alpha),,,,TRUE,,,,,,,https://houseofstake.org/,https://x.com/NEARGovernance,@NEARGovernance; https://x.com/NEARGovernance,https://t.me/NEAR_HouseOfStake,Ecosystem Support; DAO,,,❌ Not found,,,,,NEAR; near,NEARCatalog,House of Stake is a governance framework for the NEAR ecosystem; designed to facilitate decentralized decision-making,website-scan: scanned
Kaito Yap Scan,,,,TRUE,TRUE,,,,,,https://nearcatalog.xyz/,https://x.com/nearcatalog,@nearcatalog; https://x.com/nearcatalog,https://t.me/nearcatalogchat,Utilities; Bot; Social,,,❌ Not found,,,,,NEAR; near,NEARCatalog,Kai Yap Scan Bot! Scan; track; and compare Kaito Yaps right inside Telegram! | [PROMOTED from website-scan] SOL keywords (solana) | stablecoin mentions,website-scan: scanned | promoted: website-scan
Shitcoins | New token alerts,,,,TRUE,,,,,,,,https://x.com/intent/post?text=Check out Shitcoins | New token alerts - New token alerts on NEAR%0Ahttps://nearcatalog.xyz/project/shitcoins-new-token-alearts%0A📒@nearcatalog,@intent; https://x.com/intent/post?text=Check out Shitcoins | New token alerts - New token alerts on NEAR%0Ahttps://nearcatalog.xyz/project/shitcoins-new-token-alearts%0A📒@nearcatalog,https://t.me/sh1tc0in,Utilities; Bot,,,❌ Not found,,,,,NEAR; near,NEARCatalog,New token alerts on NEAR,
Dex Screener,TRUE,,,,,,,,,,https://dexscreener.com/aurora,https://x.com/dexscreener,@dexscreener; https://x.com/dexscreener,https://telegram.me/dexscreenerchat,Utilities; Analytics,,,Inactive; ✅ Found,DEX Screener,1152,https://dexscreener.com; https://admin.thegrid.id/profiles/?rootId=1152,name; Name: Profile,NEAR; near,NEARCatalog; AwesomeNEAR,Tracking and charting your favorite DEX in realtime | Grid confirms: USDT | (fuzzy dedup: merged from Dex Screener; DEX Screener) | [PROMOTED from website-scan] USDT keywords (usdt; tether) | USDC keywords (usdc) | SOL keywords (solana) | STRK keywords (starknet) | ADA keywords (cardano) | stablecoin mentions,Grid: USDT (supported_by) | website-scan: scanned | promoted: website-scan
Lantstool,,,,TRUE,,,,,,,https://app.lantstool.dev/,https://x.com/lantstool,@lantstool; https://x.com/lantstool,,Utilities; Developer Support; Developer Tooling,,,❌ Not found,,,,,NEAR; near,NEARCatalog,Your gateway to NEAR Protocol development,website-scan: scanned
NEAR Playground,,,,TRUE,,,,,,,https://nearplay.app/,https://x.com/Near_Playground,@Near_Playground; https://x.com/Near_Playground,https://t.me/NEAR_Tools_Community_Group,Utilities; Developer Tooling,,,❌ Not found,,,,,NEAR; near,NEARCatalog,Build; Deploy and Interact with NEAR smart contracts; in 30 sec!,website-scan: scanned
Crynux,,,,TRUE,,,,,,,https://crynux.io/,https://x.com/crynuxio,@crynuxio; https://x.com/crynuxio,,Infrastructure; AI,,,❌ Not found,,,,,NEAR; near,NEARCatalog,K8s on EdgeAI - truly permissionless and trustless | [PROMOTED from website-scan] web3 signals (defi),website-scan: scanned | promoted: website-scan
ConsumerFi AI,,,,TRUE,,,,,,,https://www.consumerfi.ai/,https://x.com/consumerfi,@consumerfi; https://x.com/consumerfi,,Dapp; AI,,,❌ Not found,,,,,NEAR; near,NEARCatalog,The private intelligence layer empowering consumers to own their intelligence through personal; persistent & private AI; Powering Kinsuapp & PlayEmber,website-scan: scanned
NEAR DevHub,,,,TRUE,,,,,,,neardevhub.org,https://twitter.com/NEARDevHub,@NEARDevHub; https://twitter.com/NEARDevHub,https://t.me/NEARDevHub,Ecosystem Support; Community; Developer Support; Funding Node,,,❌ Not found,,,,,NEAR; near,NEARCatalog,DevHub brings together individuals; projects; and organizations to build a decentralized NEAR developer ecosystem. We provide social structure and tools to fuel innovation; collaboration; and community within the NEAR ecosystem,website-scan: scanned
Turbo Chain,TRUE,,,,TRUE,,,,,,https://turbotoken.io/,https://x.com/TurboToadToken,@TurboToadToken; https://x.com/TurboToadToken,https://t.me/TurboToadToken,Infrastructure; Aurora Virtual Chain,,,Active; ✅ Found,Turbo,3819,https://turbotoken.io; https://admin.thegrid.id/profiles/?rootId=3819,url; URL: urlMain,NEAR; near,NEARCatalog,TurboChain: The First AI Memecoin Blockchain | Grid confirms: USDT; USDC; SOL,Grid: USDT (supported_by); USDC (supported_by); SOL (supported_by) | website-scan: scanned
IQ AI,,,,TRUE,,,,,,,https://iqai.com/,https://x.com/IQAICOM,@IQAICOM; https://x.com/IQAICOM,https://t.me/IQAICOM,Infrastructure; AI,,,❌ Not found,,,,,NEAR; near,NEARCatalog,Tokenized Agents for DeFi; Robotics and Beyond. Build; Manage; and Trade Autonomous AI Agents with Utility | [PROMOTED from website-scan] web3 signals (liquidity; borrow; staking; defi),website-scan: scanned | promoted: website-scan
GraFun,,,,TRUE,,,,,,,https://gra.fun/,https://x.com/grafunlabs,@grafunlabs; https://x.com/grafunlabs,https://t.me/grafunmeme,Dapp; Launchpad,,,❌ Not found,,,,,NEAR; near,NEARCatalog,Launch Memecoins and tokenize AI agents easily,website-scan: scanned
(L)EarnAI Bot - Learn NEAR Club AI,,,,TRUE,,,,,,,https://learnnear.club/introducing-learn-ai-agent-on-near-ai/#LEarn_AI%F0%9F%95%BA,https://x.com/learnnear,@learnnear; https://x.com/learnnear,https://t.me/LearnNEARClub,Dapp; AI; Bot,,,❌ Not found,,,,,NEAR; near,NEARCatalog,I am (L)EarnAIbot. Ask me anything about NEAR and NEAR ecosystem. Get nLEARNs for the feedback | [PROMOTED from website-scan] web3 signals (lending),website-scan: scanned | promoted: website-scan
Yupland NFT Sender,,,,TRUE,,,,,,,,https://x.com/DarAI_Yupik,@DarAI_Yupik; https://x.com/DarAI_Yupik,https://t.me/nft_sender_yupland_bot,Utilities; Bot; NFT,,,❌ Not found,,,,,NEAR; near,NEARCatalog,Yupland NFT Sender - trade and play with NFTs on NEAR inside Telegram!,
Abound,,,,TRUE,,,,,,,https://www.joinabound.com/,https://x.com/joinabound,@joinabound; https://x.com/joinabound,,Utilities; Payment; RWA; Stablecoin,,,❌ Not found,,,,,NEAR; near,NEARCatalog,Send money to India at the best exchange rates Exclusive rewards and cashback on daily shopping,website-scan: scanned
Tatum,TRUE,,,,TRUE,,,,,,https://tatum.io/,https://x.com/tatum_io,@tatum_io; https://x.com/tatum_io,,Infrastructure; Developer Tooling; RPC,,,Active; ✅ Found,Tatum,id1754600327-_Dk3R_PQTEWlmDPvfAq-hg,https://tatum.io; https://admin.thegrid.id/profiles/?rootId=id1754600327-_Dk3R_PQTEWlmDPvfAq-hg,name; URL: urlMain,NEAR; near,NEARCatalog,The fastest way to build; test and run blockchain apps! | Grid confirms: USDT; USDC; SOL | [PROMOTED from website-scan] SOL keywords (solana) | ADA keywords (cardano) | stablecoin mentions,Grid: USDT (supported_by); USDC (supported_by); SOL (supported_by) | website-scan: scanned | promoted: website-scan
Ping Pay (beta),,,,TRUE,,,,,,,https://pingpay.io/,https://x.com/pingpay_io,@pingpay_io; https://x.com/pingpay_io,,Infrastructure; NEAR Intents; Payment,,,❌ Not found,,,,,NEAR; near,NEARCatalog,The Payment Layer for the Future of Commerce,website-scan: scanned
Chainspect - Track Blockchain TPS,,,,TRUE,,,,,,,https://chainspect.app/,https://x.com/chainspect_app,@chainspect_app; https://x.com/chainspect_app,https://t.me/chainspect_app,Utilities; Analytics,,,Active; ✅ Found,Chainspect,id1759235876-m0UJV4g7RL6SIvg9PBNDMg,https://chainspect.app; https://admin.thegrid.id/profiles/?rootId=id1759235876-m0UJV4g7RL6SIvg9PBNDMg,url; URL: urlMain,NEAR; near,NEARCatalog,Web3’s top blockchain performance tracker. Real-time blockchain analytics for investors; researchers; and builders,website-scan: scanned
BigFat - Bitcoin Pump,,,,TRUE,TRUE,,,,,,https://www.bigfat.fun/,https://x.com/unifat_xyz/status/1891889801730851016,@unifat_xyz; https://x.com/unifat_xyz/status/1891889801730851016,https://t.me/unifat,Dapp; Bitcoin; Launchpad,,,❌ Not found,,,,,NEAR; near,NEARCatalog,BigFat - AI Agent LaunchPad Launching on Bitcoin and Near Network | [PROMOTED from website-scan] USDC keywords (usdc),website-scan: scanned | promoted: website-scan
Phala Network,,,,TRUE,,,,,,,https://phala.network/,https://twitter.com/PhalaNetwork,@PhalaNetwork; https://twitter.com/PhalaNetwork,https://t.me/phalanetwork,Infrastructure; AI,,,❌ Not found,,,,,NEAR; near,NEARCatalog,Coprocessor for blockchains #AI #TEE #DePIN | [PROMOTED from website-scan] web3 signals (bridge; defi),website-scan: scanned | promoted: website-scan
Pulsar Finance,,,,TRUE,,,,,,,https://app.pulsar.finance/,https://x.com/pulsarfinance,@pulsarfinance; https://x.com/pulsarfinance,https://t.me/pulsarfinance,Utilities; Analytics; Asset Management,,,Acquired; ✅ Found,Pulsar Finance,id1762284666-QbAtPOivRHaDdNaCbiB6kQ,https://pulsar.finance; https://admin.thegrid.id/profiles/?rootId=id1762284666-QbAtPOivRHaDdNaCbiB6kQ,name; Social Handle: Socials Lens - Twitter / X,NEAR; near,NEARCatalog,The Leading Portfolio Manager In Crypto - Track Your Tokens; DeFi and NFTs across 100 Blockchains + CEXes,website-scan: scanned
Stables 💳,TRUE,,,,TRUE,,,,,,https://www.stables.money/,https://x.com/stables_money,@stables_money; https://x.com/stables_money,https://t.me/stables_money,Dapp; Payment; Stablecoin,,,Active; ✅ Found,Stables,id1753118697-7yXEzgzLR0SGjyl-YO_0OA,https://stables.money; https://admin.thegrid.id/profiles/?rootId=id1753118697-7yXEzgzLR0SGjyl-YO_0OA,url; Social Handle: Socials Lens - Twitter / X,NEAR; near,NEARCatalog,The stablecoin account replacing your bank | Grid confirms: USDT; USDC | [PROMOTED from website-scan] stablecoin mentions,Grid: USDT (supported_by); USDC (supported_by) | website-scan: scanned | promoted: website-scan
Trump Swap,,,,TRUE,,,,,,,https://trump-swap.org/,https://x.com/NEARProtocol/status/1880650193005388112,@NEARProtocol; https://x.com/NEARProtocol/status/1880650193005388112,,Dapp; NEAR Intents; DEX,,,❌ Not found,,,,,NEAR; near,NEARCatalog; CoinGecko,Swap between native $TRUMP; BTC; ETH; NEAR; XRP; and more on Trump Swap | Solana deployment (CoinGecko),SOL: deployed on solana (CoinGecko)
Satoshi,,,,TRUE,,,,,,,https://www.satos.network/,https://x.com/_SatoshiBTC_,@_SatoshiBTC_; https://x.com/_SatoshiBTC_,https://t.me/satoshibridgechat,Dapp; Bitcoin; Chain Abstraction; On/Off-Ramp,,,❌ Not found,,,,,NEAR; near,NEARCatalog; CoinGecko,Native Bitcoin On-ramp & Off-ramp powered by NEAR Protocol Chain Abstraction. Study Satoshi's ramp $BTC | Grid match cleared (false positive: matched Satoshigallery) | Solana deployment (CoinGecko),SOL: deployed on solana (CoinGecko)
Unity Wallet,TRUE,,,TRUE,TRUE,,,,,,https://www.unitywallet.com/,https://x.com/unity_wallet,@unity_wallet; https://x.com/unity_wallet,,Infrastructure; Wallet,,,❌ Not found,,,,,NEAR; near,NEARCatalog,UnityWallet: The only app that unifies DeFi; NFTs; multi-chain assets; and top-notch security in one feature-packed app. Simplify your crypto journey | [PROMOTED from website-scan] USDT keywords (usdt; tether) | USDC keywords (usdc) | SOL keywords (solana),website-scan: scanned | promoted: website-scan
Hyperlane,TRUE,,,,TRUE,,,,,,https://hyperlane.xyz/,https://x.com/Hyperlane,@Hyperlane; https://x.com/Hyperlane,https://t.me/+YkTKxZra7NZmZDIx,Infrastructure; EVM; Aurora; Cross-chain,,,Active; ✅ Found,Hyperlane,1853,https://hyperlane.xyz; https://admin.thegrid.id/profiles/?rootId=1853,name; URL: urlMain,NEAR; near,NEARCatalog,Interoperability for Everyone | Grid confirms: USDT; USDC | [PROMOTED from website-scan] USDC keywords (usdc) | SOL keywords (solana) | STRK keywords (starknet),Grid: USDT (supported_by); USDC (supported_by) | website-scan: scanned | promoted: website-scan
curate.fun (🏷️; 📰),,,,TRUE,,,,,,,,,,,Utilities; DAO,,,❌ Not found,,,,,NEAR; near,NEARCatalog,Curate news on X & turn feeds into recurring content like blogs & podcasts by Potlock,
RuneMine | Mine Labs,,,,TRUE,,,,,,,https://www.runemine.com/,https://x.com/minelabs_,@minelabs_; https://x.com/minelabs_,https://t.me/runeminecommunity,Dapp; Bitcoin; Chain Abstraction; Launchpad,,,Active; ✅ Found,RuneMine,3748,https://www.runemine.com; https://admin.thegrid.id/profiles/?rootId=3748,url; URL: urlMain,NEAR; near,NEARCatalog; CoinGecko,Cross-chain app to launch and trade tokens on Bitcoin | Solana deployment (CoinGecko),SOL: deployed on solana (CoinGecko)
GrowthMate,,,,TRUE,,,,,,,https://growthmate.xyz/,https://x.com/growthmate_xyz,@growthmate_xyz; https://x.com/growthmate_xyz,,Other; Analytics,,,❌ Not found,,,,,NEAR; near,NEARCatalog,Connecting Web3 projects with the right users,website-scan: scanned
POTLOCK,,,,TRUE,,,,,,,https://www.potlock.org,https://twitter.com/potlock_,@potlock_; https://twitter.com/potlock_,https://potlock.org/community,Dapp; Funding Node,,,❌ Not found,,,,,NEAR; near,NEARCatalog,PotLock is bringing public goods funding legos to NEAR—direct donations & on-chain referrals built on Web3 social,website-scan: scanned
Turbo Swap,TRUE,,,,TRUE,,,,,,https://turbotoken.io/,https://x.com/TurboToadToken,@TurboToadToken; https://x.com/TurboToadToken,https://t.me/TurboToadToken,Dapp; NEAR Intents; Aurora Virtual Chain; DEX,,,Active; ✅ Found,Turbo,3819,https://turbotoken.io; https://admin.thegrid.id/profiles/?rootId=3819,name; URL: urlMain,NEAR; near,NEARCatalog,TurboSwap: Next-Gen Trading Platform for Turbo Chain; powered by NEAR-Intents | Grid confirms: USDT; USDC; SOL,Grid: USDT (supported_by); USDC (supported_by); SOL (supported_by) | website-scan: scanned
WAGMI Chain,,,,TRUE,,,,,,,https://linktr.ee/wagmihub,https://x.com/WagmiHub,@WagmiHub; https://x.com/WagmiHub,https://t.me/WAGMIHUB_BOT,Infrastructure; Aurora Virtual Chain,,,❌ Not found,,,,,NEAR; near,NEARCatalog,WAGMI Chain - a virtual chain focused on supporting post-launch memecoin growth,website-scan: scanned
tpro network,,,,TRUE,,,,,,,https://tpro.network/,https://x.com/tpro_network,@tpro_network; https://x.com/tpro_network,https://t.me/TPRO_Official,Infrastructure; Aurora Virtual Chain; Aurora,,,❌ Not found,,,,,NEAR; near,NEARCatalog,Decentralized AI Economic Simulations and Analysis | [PROMOTED from website-scan] web3 signals (bridge; staking),website-scan: scanned | promoted: website-scan
NEAR Alpha 🇻🇳,,,,TRUE,,,,,,,https://x.com/NEARVN_Alpha,https://x.com/NEARVN_Alpha,@NEARVN_Alpha; https://x.com/NEARVN_Alpha,,Other; Education,,,❌ Not found,,,,,NEAR; near,NEARCatalog,Thông tin; tin tức và cập nhật về hệ sinh thái NEAR Protocol dành cho cộng đồng Việt Nam | Powered by Caliber Build,website-scan: scanned
Black Dragon,,,,TRUE,,,,,,,https://blackdragon.meme/,https://twitter.com/dragonisnear,@dragonisnear; https://twitter.com/dragonisnear,https://t.me/dragonisnear,Dapp; Memecoin,,,❌ Not found,,,,,NEAR; near,NEARCatalog,$BLACKDRAGON is a second generation meme coin that has emerged from the depths of the NEAR Stack,website-scan: scanned
Race of Sloths,,,,TRUE,,,,,,,https://race-of-sloths.com/,https://x.com/race_of_sloths,@race_of_sloths; https://x.com/race_of_sloths,https://t.me/race_of_sloths,Dapp; Ecosystem Support; Developer Support; Productivity Tool,,,❌ Not found,,,,,NEAR; near,NEARCatalog,A fun way to contribute to open source. Contribute; get recognized; and boost your profile!,website-scan: scanned
